video_id,file_name,file_path,relative_path,parent_folder,category,binary_label,file_extension,file_size_mb,is_readable,fps,frame_count,width,height,duration_seconds,duration_minutes,valid_video,split
RoadAccidents084_x264,RoadAccidents084_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents084_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents084_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,7.327,True,30.0,873,320,240,29.1,0.485,True,train
RoadAccidents085_x264,RoadAccidents085_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents085_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents085_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,37.011,True,30.0,4449,320,240,148.3,2.472,True,train
RoadAccidents086_x264,RoadAccidents086_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents086_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents086_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,5.131,True,30.0,900,320,240,30.0,0.5,True,train
RoadAccidents088_x264,RoadAccidents088_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents088_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents088_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,7.995,True,30.0,1423,320,240,47.433,0.791,True,train
RoadAccidents089_x264,RoadAccidents089_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents089_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents089_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,8.418,True,30.0,1108,320,240,36.933,0.616,True,train
RoadAccidents090_x264,RoadAccidents090_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents090_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents090_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,5.367,True,30.0,1789,320,240,59.633,0.994,True,train
RoadAccidents092_x264,RoadAccidents092_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents092_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents092_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,12.908,True,30.0,1699,320,240,56.633,0.944,True,train
RoadAccidents098_x264,RoadAccidents098_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents098_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents098_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,8.722,True,30.0,1798,320,240,59.933,0.999,True,train
RoadAccidents099_x264,RoadAccidents099_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents099_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents099_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,10.745,True,30.0,1302,320,240,43.4,0.723,True,train
RoadAccidents100_x264,RoadAccidents100_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents100_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents100_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,4.276,True,30.0,542,320,240,18.067,0.301,True,train
RoadAccidents101_x264,RoadAccidents101_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents101_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents101_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,2.314,True,30.0,263,320,240,8.767,0.146,True,train
RoadAccidents102_x264,RoadAccidents102_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents102_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents102_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,1.675,True,30.0,357,320,240,11.9,0.198,True,train
RoadAccidents103_x264,RoadAccidents103_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents103_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents103_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,8.414,True,30.0,1251,320,240,41.7,0.695,True,train
RoadAccidents104_x264,RoadAccidents104_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents104_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents104_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,15.568,True,30.0,5618,320,240,187.267,3.121,True,train
RoadAccidents107_x264,RoadAccidents107_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents107_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents107_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,7.66,True,30.0,1067,320,240,35.567,0.593,True,train
RoadAccidents109_x264,RoadAccidents109_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents109_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents109_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,15.568,True,30.0,4021,320,240,134.033,2.234,True,train
RoadAccidents110_x264,RoadAccidents110_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents110_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents110_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,3.595,True,30.0,451,320,240,15.033,0.251,True,train
RoadAccidents111_x264,RoadAccidents111_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents111_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents111_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,4.968,True,30.0,1233,320,240,41.1,0.685,True,train
RoadAccidents113_x264,RoadAccidents113_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents113_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents113_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,13.337,True,30.0,1807,320,240,60.233,1.004,True,train
RoadAccidents114_x264,RoadAccidents114_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents114_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents114_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,6.768,True,30.0,1700,320,240,56.667,0.944,True,train
RoadAccidents115_x264,RoadAccidents115_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents115_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents115_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,13.709,True,30.0,1953,320,240,65.1,1.085,True,train
RoadAccidents117_x264,RoadAccidents117_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents117_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents117_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,16.455,True,30.0,2035,320,240,67.833,1.131,True,train
RoadAccidents118_x264,RoadAccidents118_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents118_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents118_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,7.995,True,30.0,968,320,240,32.267,0.538,True,train
RoadAccidents120_x264,RoadAccidents120_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents120_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents120_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,8.479,True,30.0,1837,320,240,61.233,1.021,True,train
RoadAccidents121_x264,RoadAccidents121_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents121_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents121_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,16.385,True,30.0,1835,320,240,61.167,1.019,True,train
RoadAccidents122_x264,RoadAccidents122_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents122_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents122_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,4.146,True,30.0,647,320,240,21.567,0.359,True,train
RoadAccidents124_x264,RoadAccidents124_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents124_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents124_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,11.827,True,30.0,1495,320,240,49.833,0.831,True,train
RoadAccidents125_x264,RoadAccidents125_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents125_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents125_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,8.843,True,30.0,1771,320,240,59.033,0.984,True,train
RoadAccidents126_x264,RoadAccidents126_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents126_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents126_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,9.535,True,30.0,1216,320,240,40.533,0.676,True,train
RoadAccidents127_x264,RoadAccidents127_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents127_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents127_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,18.464,True,30.0,2580,320,240,86.0,1.433,True,train
RoadAccidents128_x264,RoadAccidents128_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents128_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents128_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,1.506,True,30.0,565,320,240,18.833,0.314,True,train
RoadAccidents129_x264,RoadAccidents129_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents129_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents129_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,1.049,True,30.0,253,320,240,8.433,0.141,True,train
RoadAccidents130_x264,RoadAccidents130_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents130_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents130_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,10.621,True,30.0,1277,320,240,42.567,0.709,True,train
RoadAccidents131_x264,RoadAccidents131_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents131_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents131_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,11.891,True,30.0,1524,320,240,50.8,0.847,True,train
RoadAccidents132_x264,RoadAccidents132_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents132_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents132_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,11.038,True,30.0,1862,320,240,62.067,1.034,True,train
RoadAccidents135_x264,RoadAccidents135_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents135_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents135_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,9.202,True,30.0,1213,320,240,40.433,0.674,True,train
RoadAccidents138_x264,RoadAccidents138_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents138_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents138_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,4.632,True,30.0,962,320,240,32.067,0.534,True,train
RoadAccidents139_x264,RoadAccidents139_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents139_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents139_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,17.183,True,30.0,3638,320,240,121.267,2.021,True,train
RoadAccidents140_x264,RoadAccidents140_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents140_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents140_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,16.322,True,30.0,1980,320,240,66.0,1.1,True,train
RoadAccidents142_x264,RoadAccidents142_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents142_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents142_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,36.949,True,30.0,4320,320,240,144.0,2.4,True,train
RoadAccidents144_x264,RoadAccidents144_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents144_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents144_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,6.081,True,30.0,866,320,240,28.867,0.481,True,train
RoadAccidents146_x264,RoadAccidents146_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents146_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents146_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,8.235,True,30.0,1091,320,240,36.367,0.606,True,train
RoadAccidents147_x264,RoadAccidents147_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents147_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents147_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,49.703,True,30.0,10607,320,240,353.567,5.893,True,train
RoadAccidents148_x264,RoadAccidents148_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents148_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents148_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,118.932,True,30.0,18060,320,240,602.0,10.033,True,train
RoadAccidents149_x264,RoadAccidents149_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents149_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents149_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,15.461,True,30.0,2143,320,240,71.433,1.191,True,train
RoadAccidents150_x264,RoadAccidents150_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents150_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents150_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,9.681,True,30.0,1500,320,240,50.0,0.833,True,train
RoadAccidents151_x264,RoadAccidents151_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents151_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\RoadAccidents\RoadAccidents151_x264.mp4,RoadAccidents,RoadAccidents,1,.mp4,7.024,True,30.0,842,320,240,28.067,0.468,True,train
Robbery002_x264,Robbery002_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery002_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery002_x264.mp4,Robbery,Robbery,1,.mp4,8.311,True,30.0,3203,320,240,106.767,1.779,True,train
Robbery004_x264,Robbery004_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery004_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery004_x264.mp4,Robbery,Robbery,1,.mp4,8.176,True,30.0,1529,320,240,50.967,0.849,True,train
Robbery006_x264,Robbery006_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery006_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery006_x264.mp4,Robbery,Robbery,1,.mp4,25.344,True,30.0,3399,320,240,113.3,1.888,True,train
Robbery007_x264,Robbery007_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery007_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery007_x264.mp4,Robbery,Robbery,1,.mp4,14.801,True,30.0,2064,320,240,68.8,1.147,True,train
Robbery008_x264,Robbery008_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery008_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery008_x264.mp4,Robbery,Robbery,1,.mp4,18.172,True,30.0,2257,320,240,75.233,1.254,True,train
Robbery011_x264,Robbery011_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery011_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery011_x264.mp4,Robbery,Robbery,1,.mp4,10.847,True,30.0,1627,320,240,54.233,0.904,True,train
Robbery012_x264,Robbery012_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery012_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery012_x264.mp4,Robbery,Robbery,1,.mp4,5.985,True,30.0,749,320,240,24.967,0.416,True,train
Robbery014_x264,Robbery014_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery014_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery014_x264.mp4,Robbery,Robbery,1,.mp4,121.172,True,30.0,15278,320,240,509.267,8.488,True,train
Robbery016_x264,Robbery016_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery016_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery016_x264.mp4,Robbery,Robbery,1,.mp4,12.789,True,30.0,1653,320,240,55.1,0.918,True,train
Robbery018_x264,Robbery018_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery018_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery018_x264.mp4,Robbery,Robbery,1,.mp4,22.665,True,30.0,2879,320,240,95.967,1.599,True,train
Robbery021_x264,Robbery021_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery021_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery021_x264.mp4,Robbery,Robbery,1,.mp4,64.298,True,30.0,8223,320,240,274.1,4.568,True,train
Robbery022_x264,Robbery022_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery022_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery022_x264.mp4,Robbery,Robbery,1,.mp4,19.301,True,30.0,3513,320,240,117.1,1.952,True,train
Robbery023_x264,Robbery023_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery023_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery023_x264.mp4,Robbery,Robbery,1,.mp4,8.163,True,30.0,1111,320,240,37.033,0.617,True,train
Robbery025_x264,Robbery025_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery025_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery025_x264.mp4,Robbery,Robbery,1,.mp4,11.961,True,30.0,1466,320,240,48.867,0.814,True,train
Robbery026_x264,Robbery026_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery026_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery026_x264.mp4,Robbery,Robbery,1,.mp4,104.837,True,30.0,13115,320,240,437.167,7.286,True,train
Robbery027_x264,Robbery027_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery027_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery027_x264.mp4,Robbery,Robbery,1,.mp4,42.647,True,30.0,5400,320,240,180.0,3.0,True,train
Robbery028_x264,Robbery028_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery028_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery028_x264.mp4,Robbery,Robbery,1,.mp4,18.508,True,30.0,2342,320,240,78.067,1.301,True,train
Robbery029_x264,Robbery029_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery029_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery029_x264.mp4,Robbery,Robbery,1,.mp4,17.552,True,30.0,2183,320,240,72.767,1.213,True,train
Robbery030_x264,Robbery030_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery030_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery030_x264.mp4,Robbery,Robbery,1,.mp4,16.573,True,30.0,2976,320,240,99.2,1.653,True,train
Robbery031_x264,Robbery031_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery031_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery031_x264.mp4,Robbery,Robbery,1,.mp4,8.283,True,30.0,1107,320,240,36.9,0.615,True,train
Robbery032_x264,Robbery032_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery032_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery032_x264.mp4,Robbery,Robbery,1,.mp4,25.703,True,30.0,5400,320,240,180.0,3.0,True,train
Robbery033_x264,Robbery033_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery033_x264.mp4,ucf-crime\Anomaly-Videos-Part-3\Anomaly-Videos-Part-3\Robbery\Robbery033_x264.mp4,Robbery,Robbery,1,.mp4,6.793,True,30.0,950,320,240,31.667,0.528,True,train
