clip_id,video_id,file_path,category,binary_label,split,clip_index,start_seconds,end_seconds,clip_duration_seconds,source_video_duration_seconds,source_fps
Burglary095_x264_clip_00011,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,11,44.0,48.0,4.0,1355.167,30.0
Burglary095_x264_clip_00012,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,12,48.0,52.0,4.0,1355.167,30.0
Burglary095_x264_clip_00013,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,13,52.0,56.0,4.0,1355.167,30.0
Burglary095_x264_clip_00014,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,14,56.0,60.0,4.0,1355.167,30.0
Burglary095_x264_clip_00015,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,15,60.0,64.0,4.0,1355.167,30.0
Burglary095_x264_clip_00016,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,16,64.0,68.0,4.0,1355.167,30.0
Burglary095_x264_clip_00017,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,17,68.0,72.0,4.0,1355.167,30.0
Burglary095_x264_clip_00018,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,18,72.0,76.0,4.0,1355.167,30.0
Burglary095_x264_clip_00019,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,19,76.0,80.0,4.0,1355.167,30.0
Burglary095_x264_clip_00020,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,20,80.0,84.0,4.0,1355.167,30.0
Burglary095_x264_clip_00021,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,21,84.0,88.0,4.0,1355.167,30.0
Burglary095_x264_clip_00022,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,22,88.0,92.0,4.0,1355.167,30.0
Burglary095_x264_clip_00023,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,23,92.0,96.0,4.0,1355.167,30.0
Burglary095_x264_clip_00024,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,24,96.0,100.0,4.0,1355.167,30.0
Burglary095_x264_clip_00025,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,25,100.0,104.0,4.0,1355.167,30.0
Burglary095_x264_clip_00026,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,26,104.0,108.0,4.0,1355.167,30.0
Burglary095_x264_clip_00027,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,27,108.0,112.0,4.0,1355.167,30.0
Burglary095_x264_clip_00028,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,28,112.0,116.0,4.0,1355.167,30.0
Burglary095_x264_clip_00029,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,29,116.0,120.0,4.0,1355.167,30.0
Burglary095_x264_clip_00030,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,30,120.0,124.0,4.0,1355.167,30.0
Burglary095_x264_clip_00031,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,31,124.0,128.0,4.0,1355.167,30.0
Burglary095_x264_clip_00032,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,32,128.0,132.0,4.0,1355.167,30.0
Burglary095_x264_clip_00033,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,33,132.0,136.0,4.0,1355.167,30.0
Burglary095_x264_clip_00034,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,34,136.0,140.0,4.0,1355.167,30.0
Burglary095_x264_clip_00035,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,35,140.0,144.0,4.0,1355.167,30.0
Burglary095_x264_clip_00036,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,36,144.0,148.0,4.0,1355.167,30.0
Burglary095_x264_clip_00037,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,37,148.0,152.0,4.0,1355.167,30.0
Burglary095_x264_clip_00038,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,38,152.0,156.0,4.0,1355.167,30.0
Burglary095_x264_clip_00039,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,39,156.0,160.0,4.0,1355.167,30.0
Burglary095_x264_clip_00040,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,40,160.0,164.0,4.0,1355.167,30.0
Burglary095_x264_clip_00041,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,41,164.0,168.0,4.0,1355.167,30.0
Burglary095_x264_clip_00042,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,42,168.0,172.0,4.0,1355.167,30.0
Burglary095_x264_clip_00043,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,43,172.0,176.0,4.0,1355.167,30.0
Burglary095_x264_clip_00044,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,44,176.0,180.0,4.0,1355.167,30.0
Burglary095_x264_clip_00045,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,45,180.0,184.0,4.0,1355.167,30.0
Burglary095_x264_clip_00046,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,46,184.0,188.0,4.0,1355.167,30.0
Burglary095_x264_clip_00047,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,47,188.0,192.0,4.0,1355.167,30.0
Burglary095_x264_clip_00048,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,48,192.0,196.0,4.0,1355.167,30.0
Burglary095_x264_clip_00049,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,49,196.0,200.0,4.0,1355.167,30.0
Burglary095_x264_clip_00050,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,50,200.0,204.0,4.0,1355.167,30.0
Burglary095_x264_clip_00051,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,51,204.0,208.0,4.0,1355.167,30.0
Burglary095_x264_clip_00052,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,52,208.0,212.0,4.0,1355.167,30.0
Burglary095_x264_clip_00053,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,53,212.0,216.0,4.0,1355.167,30.0
Burglary095_x264_clip_00054,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,54,216.0,220.0,4.0,1355.167,30.0
Burglary095_x264_clip_00055,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,55,220.0,224.0,4.0,1355.167,30.0
Burglary095_x264_clip_00056,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,56,224.0,228.0,4.0,1355.167,30.0
Burglary095_x264_clip_00057,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,57,228.0,232.0,4.0,1355.167,30.0
Burglary095_x264_clip_00058,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,58,232.0,236.0,4.0,1355.167,30.0
Burglary095_x264_clip_00059,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,59,236.0,240.0,4.0,1355.167,30.0
Burglary095_x264_clip_00060,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,60,240.0,244.0,4.0,1355.167,30.0
Burglary095_x264_clip_00061,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,61,244.0,248.0,4.0,1355.167,30.0
Burglary095_x264_clip_00062,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,62,248.0,252.0,4.0,1355.167,30.0
Burglary095_x264_clip_00063,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,63,252.0,256.0,4.0,1355.167,30.0
Burglary095_x264_clip_00064,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,64,256.0,260.0,4.0,1355.167,30.0
Burglary095_x264_clip_00065,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,65,260.0,264.0,4.0,1355.167,30.0
Burglary095_x264_clip_00066,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,66,264.0,268.0,4.0,1355.167,30.0
Burglary095_x264_clip_00067,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,67,268.0,272.0,4.0,1355.167,30.0
Burglary095_x264_clip_00068,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,68,272.0,276.0,4.0,1355.167,30.0
Burglary095_x264_clip_00069,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,69,276.0,280.0,4.0,1355.167,30.0
Burglary095_x264_clip_00070,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,70,280.0,284.0,4.0,1355.167,30.0
Burglary095_x264_clip_00071,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,71,284.0,288.0,4.0,1355.167,30.0
Burglary095_x264_clip_00072,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,72,288.0,292.0,4.0,1355.167,30.0
Burglary095_x264_clip_00073,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,73,292.0,296.0,4.0,1355.167,30.0
Burglary095_x264_clip_00074,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,74,296.0,300.0,4.0,1355.167,30.0
Burglary095_x264_clip_00075,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,75,300.0,304.0,4.0,1355.167,30.0
Burglary095_x264_clip_00076,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,76,304.0,308.0,4.0,1355.167,30.0
Burglary095_x264_clip_00077,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,77,308.0,312.0,4.0,1355.167,30.0
Burglary095_x264_clip_00078,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,78,312.0,316.0,4.0,1355.167,30.0
Burglary095_x264_clip_00079,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,79,316.0,320.0,4.0,1355.167,30.0
Burglary095_x264_clip_00080,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,80,320.0,324.0,4.0,1355.167,30.0
Burglary095_x264_clip_00081,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,81,324.0,328.0,4.0,1355.167,30.0
Burglary095_x264_clip_00082,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,82,328.0,332.0,4.0,1355.167,30.0
Burglary095_x264_clip_00083,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,83,332.0,336.0,4.0,1355.167,30.0
Burglary095_x264_clip_00084,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,84,336.0,340.0,4.0,1355.167,30.0
Burglary095_x264_clip_00085,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,85,340.0,344.0,4.0,1355.167,30.0
Burglary095_x264_clip_00086,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,86,344.0,348.0,4.0,1355.167,30.0
Burglary095_x264_clip_00087,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,87,348.0,352.0,4.0,1355.167,30.0
Burglary095_x264_clip_00088,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,88,352.0,356.0,4.0,1355.167,30.0
Burglary095_x264_clip_00089,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,89,356.0,360.0,4.0,1355.167,30.0
Burglary095_x264_clip_00090,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,90,360.0,364.0,4.0,1355.167,30.0
Burglary095_x264_clip_00091,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,91,364.0,368.0,4.0,1355.167,30.0
Burglary095_x264_clip_00092,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,92,368.0,372.0,4.0,1355.167,30.0
Burglary095_x264_clip_00093,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,93,372.0,376.0,4.0,1355.167,30.0
Burglary095_x264_clip_00094,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,94,376.0,380.0,4.0,1355.167,30.0
Burglary095_x264_clip_00095,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,95,380.0,384.0,4.0,1355.167,30.0
Burglary095_x264_clip_00096,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,96,384.0,388.0,4.0,1355.167,30.0
Burglary095_x264_clip_00097,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,97,388.0,392.0,4.0,1355.167,30.0
Burglary095_x264_clip_00098,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,98,392.0,396.0,4.0,1355.167,30.0
Burglary095_x264_clip_00099,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,99,396.0,400.0,4.0,1355.167,30.0
Burglary095_x264_clip_00100,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,100,400.0,404.0,4.0,1355.167,30.0
Burglary095_x264_clip_00101,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,101,404.0,408.0,4.0,1355.167,30.0
Burglary095_x264_clip_00102,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,102,408.0,412.0,4.0,1355.167,30.0
Burglary095_x264_clip_00103,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,103,412.0,416.0,4.0,1355.167,30.0
Burglary095_x264_clip_00104,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,104,416.0,420.0,4.0,1355.167,30.0
Burglary095_x264_clip_00105,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,105,420.0,424.0,4.0,1355.167,30.0
Burglary095_x264_clip_00106,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,106,424.0,428.0,4.0,1355.167,30.0
Burglary095_x264_clip_00107,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,107,428.0,432.0,4.0,1355.167,30.0
Burglary095_x264_clip_00108,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,108,432.0,436.0,4.0,1355.167,30.0
Burglary095_x264_clip_00109,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,109,436.0,440.0,4.0,1355.167,30.0
Burglary095_x264_clip_00110,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,110,440.0,444.0,4.0,1355.167,30.0
Burglary095_x264_clip_00111,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,111,444.0,448.0,4.0,1355.167,30.0
Burglary095_x264_clip_00112,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,112,448.0,452.0,4.0,1355.167,30.0
Burglary095_x264_clip_00113,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,113,452.0,456.0,4.0,1355.167,30.0
Burglary095_x264_clip_00114,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,114,456.0,460.0,4.0,1355.167,30.0
Burglary095_x264_clip_00115,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,115,460.0,464.0,4.0,1355.167,30.0
Burglary095_x264_clip_00116,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,116,464.0,468.0,4.0,1355.167,30.0
Burglary095_x264_clip_00117,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,117,468.0,472.0,4.0,1355.167,30.0
Burglary095_x264_clip_00118,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,118,472.0,476.0,4.0,1355.167,30.0
Burglary095_x264_clip_00119,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,119,476.0,480.0,4.0,1355.167,30.0
Burglary095_x264_clip_00120,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,120,480.0,484.0,4.0,1355.167,30.0
Burglary095_x264_clip_00121,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,121,484.0,488.0,4.0,1355.167,30.0
Burglary095_x264_clip_00122,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,122,488.0,492.0,4.0,1355.167,30.0
Burglary095_x264_clip_00123,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,123,492.0,496.0,4.0,1355.167,30.0
Burglary095_x264_clip_00124,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,124,496.0,500.0,4.0,1355.167,30.0
Burglary095_x264_clip_00125,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,125,500.0,504.0,4.0,1355.167,30.0
Burglary095_x264_clip_00126,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,126,504.0,508.0,4.0,1355.167,30.0
Burglary095_x264_clip_00127,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,127,508.0,512.0,4.0,1355.167,30.0
Burglary095_x264_clip_00128,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,128,512.0,516.0,4.0,1355.167,30.0
Burglary095_x264_clip_00129,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,129,516.0,520.0,4.0,1355.167,30.0
Burglary095_x264_clip_00130,Burglary095_x264,data\raw\ucf-crime\Anomaly-Videos-Part_2\Anomaly-Videos-Part-2\Burglary\Burglary095_x264.mp4,Burglary,1,train,130,520.0,524.0,4.0,1355.167,30.0
